VHCLE_TY_NM,VHCLE_FUEL_NM,VHCLE_NMPR_CO,VHCLE_MAKR_NM,USE_DT,COST_D
SUV/승합,경유,7,국산,여름,44861.53846
중형,휘발유,5,국산,여름,30600
중형,휘발유,5,국산,여름,44676.92308
소형,휘발유,5,국산,여름,21850
SUV/승합,전기,5,국산,여름,30800
중형,휘발유,5,국산,여름,68250
중형,LPG,5,국산,여름,27284.21053
SUV/승합,휘발유,5,국산,여름,29314.28571
소형,휘발유,5,국산,여름,19476.92308
소형,휘발유,4,수입,여름,110769.2308
중형,LPG,5,국산,여름,18994.28571
SUV/승합,경유,9,국산,여름,40933.33333
SUV/승합,경유,9,국산,여름,105290.3226
중형,LPG,5,국산,여름,25569.23077
SUV/승합,전기,5,국산,여름,40517.64706
SUV/승합,경유,5,국산,여름,64517.64706
SUV/승합,경유,7,국산,여름,42340.29851
SUV/승합,휘발유,5,국산,여름,31373.19588
중형,휘발유,5,국산,여름,22100
중형,LPG,5,국산,여름,35576.47059
소형,휘발유,5,국산,여름,42000
SUV/승합,휘발유,5,국산,여름,32300
중형,LPG,5,국산,여름,26811.42857
중형,휘발유,4,수입,여름,147665.4545
중형,전기,5,국산,여름,24700
중형,휘발유,5,국산,여름,30685.71429
SUV/승합,경유,5,국산,여름,36541.93548
중형,전기,5,국산,여름,24757.89474
소형,휘발유,5,국산,여름,25126.53061
SUV/승합,경유,9,국산,여름,69769.01408
SUV/승합,경유,9,국산,여름,52848
중형,휘발유,5,국산,여름,34046.89655
소형,휘발유,5,국산,여름,115200
SUV/승합,경유,9,국산,여름,39272.72727
SUV/승합,전기,5,국산,여름,47411.04294
SUV/승합,경유,7,수입,여름,54000
고급,휘발유,5,국산,여름,48646.15385
중형,휘발유,5,국산,여름,25000
중형,휘발유,5,국산,여름,16631.57895
중형,LPG,5,국산,여름,22744.61538
중형,LPG,5,국산,여름,26350
SUV/승합,경유,7,국산,여름,34000
중형,LPG,5,국산,여름,18000
중형,LPG,5,국산,여름,23917.80822
중형,휘발유,5,국산,여름,23078.78788
SUV/승합,경유,12,국산,여름,53367.27273
중형,휘발유,5,국산,여름,48116.12903
소형,휘발유,5,국산,여름,27396.22642
SUV/승합,경유,9,국산,여름,58400
중형,휘발유,5,국산,여름,23750
중형,휘발유,5,국산,여름,31350
중형,휘발유,5,국산,여름,15733.33333
중형,휘발유,5,국산,여름,23243.83562
중형,LPG,5,국산,여름,45818.18182
중형,LPG,5,국산,여름,25735.38462
중형,휘발유,5,국산,여름,28269.23077
중형,휘발유,5,국산,여름,18029.26829
중형,LPG,5,국산,여름,26926.0274
중형,전기,5,국산,여름,20440
고급,휘발유,5,국산,여름,36730.43478
중형,휘발유,5,국산,여름,25909.09091
중형,휘발유,4,수입,여름,87500
고급,LPG,5,국산,여름,51927.27273
고급,휘발유,5,국산,여름,69643.63636
중형,휘발유,5,국산,여름,21200
SUV/승합,경유,5,국산,여름,20660.86957
소형,휘발유,5,국산,여름,26771.13402
중형,LPG,5,국산,여름,29307.04225
SUV/승합,경유,9,국산,여름,38804.21053
SUV/승합,전기,4,국산,여름,66666.66667
중형,LPG,5,국산,여름,27229.09091
SUV/승합,휘발유,5,국산,여름,55905.88235
소형,휘발유,5,국산,여름,19470.42254
SUV/승합,휘발유,5,국산,여름,34533.33333
중형,LPG,5,국산,여름,43733.33333
중형,LPG,5,국산,여름,32334.54545
중형,휘발유,5,국산,여름,23750
SUV/승합,경유,7,국산,여름,49920
소형,휘발유,5,국산,여름,14850
소형,휘발유,5,국산,여름,20828.57143
중형,휘발유,5,국산,여름,27906.97674
SUV/승합,경유,9,국산,여름,44444.44444
SUV/승합,경유,5,국산,여름,40500
중형,LPG,5,국산,여름,23240
중형,휘발유,5,국산,여름,22500
중형,휘발유,4,수입,여름,122500
SUV/승합,경유,5,국산,여름,33840
SUV/승합,전기,5,국산,여름,35683.01887
SUV/승합,경유,12,국산,여름,50953.84615
SUV/승합,경유,7,수입,여름,54000
중형,휘발유,5,국산,여름,40800
중형,LPG,5,국산,여름,23897.14286
소형,휘발유,4,수입,여름,127384.6154
소형,휘발유,5,국산,여름,27713.20755
중형,LPG,5,국산,여름,18189.47368
소형,휘발유,5,국산,여름,47555.55556
고급,휘발유,5,국산,여름,35948.93617
중형,LPG,5,국산,여름,41538.46154
중형,LPG,5,국산,여름,29103.15789
SUV/승합,휘발유,5,국산,여름,27000
SUV/승합,경유,9,국산,여름,41806.45161
중형,휘발유,5,국산,여름,28191.5493
중형,LPG,5,국산,여름,24711.11111
SUV/승합,경유,11,국산,여름,28160
고급,휘발유,5,국산,여름,35578.37838
SUV/승합,경유,12,국산,여름,43324.13793
중형,휘발유,5,국산,여름,39000
고급,휘발유,5,국산,여름,87200
SUV/승합,경유,9,국산,여름,46909.09091
중형,휘발유,5,국산,여름,41160
SUV/승합,경유,9,국산,여름,26880
중형,휘발유,4,수입,여름,108000
소형,휘발유,5,국산,여름,56000
중형,LPG,5,국산,여름,40000
SUV/승합,휘발유,5,국산,여름,44470.58824
중형,휘발유,5,국산,여름,23750
소형,휘발유,5,국산,여름,12900
중형,LPG,5,국산,여름,105113.0435
중형,LPG,5,국산,여름,33247.05882
SUV/승합,전기,4,국산,여름,29473.68421
중형,LPG,5,국산,여름,23200
중형,휘발유,5,국산,여름,68233.33333
중형,LPG,5,국산,여름,23233.33333
SUV/승합,휘발유,5,국산,여름,73582.41758
SUV/승합,경유,9,국산,여름,45024
중형,LPG,5,국산,여름,27792
소형,휘발유,5,국산,여름,17142.85714
중형,휘발유,5,국산,여름,54044.44444
중형,휘발유,5,국산,여름,29109.67742
SUV/승합,휘발유,5,국산,여름,28300
중형,LPG,5,국산,여름,32800
SUV/승합,경유,11,국산,여름,45680
중형,LPG,5,국산,여름,30146.93878
중형,휘발유,5,국산,여름,16800
SUV/승합,휘발유,5,국산,여름,39384.61538
SUV/승합,경유,12,국산,여름,45600
SUV/승합,경유,5,국산,여름,150566.0377
SUV/승합,하이브리드,5,국산,여름,29873.68421
중형,하이브리드,5,국산,여름,25936.84211
소형,휘발유,5,국산,여름,20378.94737
중형,LPG,5,국산,여름,19777.77778
중형,휘발유,5,국산,여름,22250
중형,휘발유,5,국산,여름,18203.77358
중형,휘발유,5,국산,여름,27066.66667
중형,LPG,5,국산,여름,32300
SUV/승합,경유,12,국산,여름,29520
중형,전기,5,국산,여름,58541.17647
중형,휘발유,5,국산,여름,17217.3913
중형,LPG,5,국산,여름,31000
소형,휘발유,5,국산,여름,27396.22642
SUV/승합,경유,9,국산,여름,88000
SUV/승합,경유,5,국산,여름,48000
중형,LPG,5,국산,여름,106800
SUV/승합,휘발유,5,국산,여름,18782.6087
중형,LPG,5,국산,여름,32347.82609
소형,휘발유,5,국산,여름,17142.85714
중형,LPG,5,국산,여름,27900
중형,휘발유,5,국산,여름,27391.30435
중형,휘발유,5,국산,여름,46725.66372
중형,휘발유,5,국산,여름,36750
중형,휘발유,5,국산,여름,25400
중형,휘발유,5,국산,여름,15360
중형,LPG,5,국산,여름,78678.26087
중형,휘발유,5,국산,여름,19112.72727
SUV/승합,경유,5,국산,여름,32378.18182
중형,LPG,5,국산,여름,23420.68966
소형,휘발유,5,국산,여름,16800
SUV/승합,경유,9,국산,여름,51822.22222
SUV/승합,경유,9,국산,여름,57333.33333
중형,LPG,5,국산,여름,108710.2041
소형,휘발유,4,수입,여름,100000
중형,LPG,5,국산,여름,112673.6842
중형,휘발유,5,국산,여름,29723.07692
소형,휘발유,5,국산,여름,27222.85714
중형,LPG,5,국산,여름,22500
고급,휘발유,5,국산,여름,39098.18182
고급,휘발유,5,국산,여름,65100
중형,휘발유,5,국산,여름,20400
고급,휘발유,5,국산,여름,75000
중형,LPG,5,국산,여름,29647.05882
중형,전기,5,국산,여름,36587.7551
고급,휘발유,5,국산,여름,75000
SUV/승합,경유,7,국산,여름,37090.90909
소형,휘발유,5,국산,여름,24411.42857
SUV/승합,휘발유,5,국산,여름,31891.52542
SUV/승합,전기,4,국산,여름,30000
소형,휘발유,4,수입,여름,162720
중형,LPG,5,국산,여름,77703.8961
소형,휘발유,5,국산,여름,26600
고급,휘발유,5,국산,여름,75000
SUV/승합,전기,4,국산,여름,39130.43478
SUV/승합,경유,9,국산,여름,56123.07692
SUV/승합,경유,5,국산,여름,34846.15385
소형,휘발유,5,국산,가을,48539.32584
중형,LPG,5,국산,여름,28386.2069
중형,휘발유,5,국산,여름,30472.72727
소형,휘발유,5,국산,여름,23733.33333
SUV/승합,경유,12,국산,가을,62546.93878
중형,휘발유,5,국산,여름,25200
소형,휘발유,5,국산,여름,19000
SUV/승합,전기,5,국산,여름,35686.95652
중형,LPG,5,국산,여름,18102.85714
중형,휘발유,5,국산,여름,68250
중형,휘발유,5,국산,여름,28285.71429
중형,휘발유,5,국산,여름,42545.45455
중형,휘발유,5,국산,여름,17381.81818
중형,전기,5,국산,여름,36000
SUV/승합,경유,5,국산,여름,39876.92308
중형,LPG,5,국산,여름,43354.83871
소형,휘발유,4,수입,여름,112500
중형,휘발유,5,국산,여름,20647.05882
중형,휘발유,5,국산,여름,36000
SUV/승합,전기,4,국산,여름,25000
SUV/승합,휘발유,5,국산,여름,18000
중형,LPG,5,국산,여름,25600
SUV/승합,경유,5,국산,여름,41142.85714
중형,휘발유,5,국산,여름,70290.41096
SUV/승합,경유,5,국산,여름,29600
중형,휘발유,5,국산,여름,26808.51064
소형,휘발유,5,국산,여름,15575.5102
SUV/승합,휘발유,5,국산,여름,22440
SUV/승합,경유,7,국산,여름,39250.63291
중형,LPG,5,국산,여름,27000
SUV/승합,경유,9,국산,여름,121000
고급,휘발유,5,국산,여름,72423.52941
중형,휘발유,5,국산,여름,83250
SUV/승합,경유,7,국산,여름,44272.34043
중형,LPG,5,국산,여름,33207.27273
SUV/승합,전기,5,국산,여름,41505.88235
중형,LPG,5,국산,여름,57384.61538
중형,휘발유,5,국산,여름,16474.57627
중형,LPG,5,국산,여름,22540.54054
중형,휘발유,5,국산,여름,39806.06061
SUV/승합,경유,7,국산,여름,65244.44444
중형,휘발유,5,국산,여름,21286.95652
SUV/승합,경유,7,국산,여름,37644.44444
중형,LPG,5,국산,여름,37037.83784
중형,휘발유,5,국산,여름,21286.95652
SUV/승합,경유,9,국산,여름,43511.11111
소형,휘발유,5,국산,여름,18000
중형,휘발유,5,국산,여름,24516.4557
중형,LPG,5,국산,여름,31893.33333
중형,휘발유,5,국산,여름,28733.33333
SUV/승합,경유,7,국산,여름,55000
중형,전기,5,국산,여름,21900
SUV/승합,휘발유,5,국산,여름,59400
중형,전기,5,국산,여름,21900
중형,LPG,5,국산,여름,34550.9434
중형,LPG,5,국산,여름,54526.31579
SUV/승합,경유,7,국산,여름,66566.03774
중형,휘발유,5,국산,여름,24048.97959
중형,LPG,5,국산,여름,57568.83117
SUV/승합,휘발유,5,국산,여름,43335.84906
고급,휘발유,5,국산,여름,39026.08696
SUV/승합,경유,5,국산,여름,35695.77465
중형,휘발유,5,국산,여름,20000
중형,LPG,5,국산,여름,37037.83784
중형,LPG,5,국산,여름,42689.3617
중형,휘발유,5,국산,여름,34438.83495
소형,휘발유,5,국산,여름,27796.36364
소형,휘발유,5,국산,여름,12590.16393
고급,휘발유,5,국산,여름,40015.38462
소형,휘발유,5,국산,여름,18631.57895
SUV/승합,하이브리드,5,국산,여름,20605.71429
중형,휘발유,4,수입,여름,122500
중형,LPG,5,국산,여름,30114.28571
SUV/승합,경유,9,국산,여름,52408.16327
소형,휘발유,5,국산,여름,24296.90722
중형,휘발유,5,국산,여름,68250
중형,LPG,5,국산,여름,24633.33333
소형,휘발유,5,국산,여름,34279.24528
중형,휘발유,5,국산,여름,74584.61538
SUV/승합,경유,12,국산,여름,80000
SUV/승합,휘발유,5,국산,여름,33502.7027
소형,휘발유,5,국산,여름,23733.33333
SUV/승합,경유,5,국산,여름,30422.53521
중형,LPG,5,국산,여름,35172.41379
SUV/승합,경유,7,국산,여름,47738.18182
중형,휘발유,5,국산,여름,14821.05263
중형,휘발유,5,국산,여름,38400
소형,휘발유,5,국산,여름,22870.58824
소형,휘발유,5,국산,여름,23740
중형,휘발유,5,국산,여름,14977.77778
중형,LPG,5,국산,여름,21277.61194
중형,LPG,5,국산,여름,43661.53846
SUV/승합,휘발유,5,국산,여름,35000
중형,LPG,5,국산,여름,26095.2381
중형,전기,5,국산,여름,27300
중형,전기,5,국산,여름,36960
중형,휘발유,4,수입,여름,122500
중형,휘발유,5,국산,여름,21355.10204
중형,LPG,5,국산,여름,26984.61538
중형,LPG,5,국산,여름,43455.31915
중형,LPG,5,국산,여름,27000
SUV/승합,경유,9,국산,여름,72000
고급,휘발유,5,국산,여름,40262.06897
중형,휘발유,5,국산,여름,15066.66667
소형,휘발유,5,국산,여름,19200
소형,휘발유,5,국산,여름,58688
SUV/승합,경유,7,국산,여름,39931.91489
중형,LPG,5,국산,여름,66451.94805
중형,휘발유,5,국산,여름,39364.48598
중형,전기,5,국산,여름,87281.63265
소형,휘발유,5,국산,여름,30315.78947
중형,휘발유,5,국산,여름,42000
소형,휘발유,5,국산,여름,61963.63636
중형,LPG,5,국산,여름,25077.55102
중형,휘발유,5,국산,여름,87600
소형,휘발유,5,국산,여름,29700
SUV/승합,경유,5,국산,여름,36910.34483
중형,LPG,5,국산,여름,24585.36585
SUV/승합,휘발유,5,국산,여름,36000
SUV/승합,휘발유,5,국산,여름,26688
중형,휘발유,5,국산,여름,27000
중형,LPG,5,국산,여름,48000
중형,LPG,5,국산,여름,25600
소형,휘발유,5,국산,여름,19476.92308
중형,휘발유,5,국산,여름,28266.66667
중형,휘발유,5,국산,여름,21272.72727
중형,LPG,5,국산,여름,22779.66102
중형,LPG,5,국산,여름,35314.28571
중형,휘발유,5,국산,여름,58153.84615
중형,휘발유,5,국산,여름,29929.41176
중형,LPG,5,국산,여름,32922.58065
SUV/승합,전기,5,국산,여름,43200
중형,LPG,5,국산,여름,28900
고급,휘발유,5,국산,여름,69554.71698
고급,휘발유,5,국산,여름,78912
중형,LPG,5,국산,여름,40258.06452
중형,LPG,5,국산,여름,28000
중형,LPG,5,국산,여름,50671.69811
중형,휘발유,5,국산,여름,68233.33333
중형,휘발유,5,국산,여름,77422.22222
SUV/승합,경유,5,국산,여름,37661.53846
소형,휘발유,4,수입,여름,116307.6923
중형,휘발유,5,국산,여름,31015.38462
중형,LPG,5,국산,여름,25275.94937
SUV/승합,경유,11,국산,여름,44119.14894
중형,LPG,5,국산,여름,51360
중형,LPG,5,국산,여름,29647.05882
중형,휘발유,5,국산,여름,74584.61538
중형,휘발유,5,국산,여름,71500
SUV/승합,경유,5,국산,여름,28953.19149
SUV/승합,경유,5,국산,여름,28383.33333
중형,LPG,5,국산,여름,41082.35294
중형,휘발유,5,국산,여름,21688.88889
중형,LPG,5,국산,여름,28900
SUV/승합,경유,5,국산,여름,31200
소형,휘발유,5,국산,여름,10400
SUV/승합,경유,5,국산,여름,30945.45455
중형,휘발유,5,국산,여름,33110.20408
중형,LPG,5,국산,여름,68444.44444
중형,휘발유,5,국산,여름,43692.30769
SUV/승합,전기,5,국산,여름,34200
SUV/승합,경유,7,국산,여름,49866.66667
중형,LPG,5,국산,여름,24000
중형,휘발유,5,국산,여름,72171.42857
중형,휘발유,5,국산,가을,60429.85075
중형,LPG,5,국산,여름,26880
중형,휘발유,5,국산,여름,40055.17241
중형,휘발유,5,국산,여름,43265.75342
중형,LPG,5,국산,여름,59537.3494
중형,LPG,5,국산,여름,40984.61538
중형,LPG,5,국산,여름,44883.11688
고급,휘발유,5,국산,여름,43255.17241
중형,LPG,5,국산,여름,51360
소형,휘발유,5,국산,여름,22905.26316
중형,LPG,5,국산,여름,23069.38776
중형,LPG,5,국산,여름,29120
중형,휘발유,5,국산,여름,35161.44578
소형,휘발유,5,국산,여름,33422.22222
중형,LPG,5,국산,여름,67200
소형,휘발유,5,국산,여름,19680
SUV/승합,경유,9,국산,여름,36400
중형,경유,7,수입,여름,40563.38028
소형,휘발유,5,국산,여름,36300
중형,휘발유,5,국산,여름,90333.33333
중형,휘발유,5,국산,여름,30588.23529
SUV/승합,경유,9,국산,여름,56205.40541
SUV/승합,경유,5,국산,여름,70615.38462
소형,휘발유,5,국산,여름,18628.57143
중형,LPG,5,국산,여름,27818.18182
SUV/승합,경유,12,국산,여름,50000
중형,LPG,5,국산,여름,30146.93878
중형,LPG,5,국산,여름,69600
SUV/승합,경유,9,국산,여름,52800
SUV/승합,전기,5,국산,여름,43578.94737
중형,휘발유,4,수입,여름,280000
소형,휘발유,5,국산,여름,23600
중형,휘발유,5,국산,여름,28191.04478
중형,휘발유,5,국산,여름,34080
중형,전기,5,국산,여름,19938.46154
SUV/승합,경유,9,국산,가을,68840
중형,LPG,5,국산,여름,154212.766
SUV/승합,전기,5,국산,여름,30000
소형,휘발유,5,국산,여름,31800
SUV/승합,경유,9,국산,여름,80571.42857
SUV/승합,경유,5,국산,여름,128275.8621
SUV/승합,경유,5,국산,여름,69283.01887
SUV/승합,전기,5,국산,여름,47911.11111
고급,휘발유,5,국산,여름,81600
중형,LPG,5,국산,여름,38740
중형,휘발유,4,수입,여름,326666.6667
소형,휘발유,5,국산,여름,29600
중형,LPG,5,국산,여름,18410.9589
소형,휘발유,5,국산,여름,29464.61538
중형,LPG,5,국산,여름,25200
중형,휘발유,5,국산,여름,49806.45161
SUV/승합,경유,5,국산,여름,42738.46154
SUV/승합,휘발유,5,국산,여름,35738.61386
중형,휘발유,5,국산,여름,27638.70968
SUV/승합,전기,4,국산,여름,28173.91304
중형,LPG,5,국산,여름,30222.22222
SUV/승합,전기,4,국산,여름,27000
소형,휘발유,5,국산,여름,23100
SUV/승합,경유,9,국산,여름,35700
SUV/승합,경유,7,국산,여름,41739.13043
고급,휘발유,5,국산,여름,80640
중형,LPG,5,국산,여름,26068.96552
중형,휘발유,5,국산,여름,32588.23529
SUV/승합,경유,5,국산,여름,38117.64706
소형,전기,4,수입,여름,36914.28571
중형,LPG,5,국산,여름,27011.76471
SUV/승합,경유,12,국산,여름,36768
SUV/승합,경유,5,국산,여름,29714.28571
SUV/승합,경유,9,국산,여름,36507.04225
SUV/승합,전기,5,국산,여름,32800
중형,휘발유,5,국산,여름,31764.70588
SUV/승합,전기,5,국산,여름,32800
SUV/승합,전기,4,국산,여름,27000
중형,LPG,5,국산,여름,40562.37624
고급,휘발유,5,국산,여름,40438.35616
중형,LPG,5,국산,여름,28061.53846
중형,휘발유,5,국산,여름,36000
중형,LPG,5,국산,여름,29314.28571
중형,LPG,5,국산,여름,36413.7931
중형,LPG,5,국산,여름,53877.55102
중형,휘발유,5,국산,여름,38700
중형,LPG,5,국산,여름,30190.90909
중형,LPG,5,국산,여름,37333.33333
중형,휘발유,5,국산,여름,45453.06122
SUV/승합,경유,9,국산,여름,62608.69565
소형,휘발유,5,국산,여름,26750
중형,휘발유,5,국산,여름,30600
고급,휘발유,5,국산,여름,55430.76923
소형,휘발유,5,국산,여름,35200
고급,휘발유,5,국산,여름,80000
중형,휘발유,5,국산,여름,50400
중형,LPG,5,국산,여름,25512.32877
소형,휘발유,5,국산,여름,37411.76471
중형,휘발유,5,국산,여름,25940.42553
소형,휘발유,5,국산,여름,29600
중형,휘발유,5,국산,여름,73335.48387
소형,휘발유,5,국산,여름,26208
중형,휘발유,5,국산,여름,38430.76923
중형,LPG,5,국산,여름,22816.90141
소형,휘발유,5,국산,여름,57600
중형,휘발유,5,국산,여름,21250
중형,휘발유,5,국산,여름,25400
SUV/승합,경유,11,국산,여름,26400
SUV/승합,휘발유,5,국산,여름,30688
SUV/승합,경유,5,국산,여름,40768.83117
중형,LPG,5,국산,여름,30400
고급,휘발유,5,국산,여름,67404.25532
소형,휘발유,5,국산,여름,25385.56701
SUV/승합,경유,9,국산,여름,40069.56522
중형,LPG,5,국산,여름,60622.22222
SUV/승합,경유,7,국산,여름,73440
중형,LPG,5,국산,여름,46778.18182
중형,휘발유,5,국산,여름,30890.32258
중형,LPG,5,국산,여름,27000
SUV/승합,경유,11,국산,여름,50575.60976
소형,휘발유,5,국산,여름,23442.85714
SUV/승합,경유,9,국산,여름,65400
SUV/승합,경유,12,국산,여름,57697.95918
고급,휘발유,5,국산,여름,100000
소형,휘발유,5,국산,여름,28400
고급,휘발유,5,국산,여름,71200
중형,LPG,5,국산,여름,31058.82353
중형,휘발유,5,국산,여름,68240
소형,휘발유,5,국산,여름,15575.5102
SUV/승합,경유,5,국산,여름,47380.64516
고급,휘발유,5,국산,여름,79200
SUV/승합,전기,5,국산,여름,24722.89157
중형,LPG,5,국산,여름,28800
중형,LPG,5,국산,여름,44072.72727
SUV/승합,경유,9,국산,여름,52800
SUV/승합,경유,11,국산,여름,35424
중형,휘발유,5,국산,여름,41454.54545
고급,휘발유,5,국산,여름,42742.85714
중형,휘발유,5,국산,여름,33913.04348
중형,LPG,5,국산,여름,21250.90909
SUV/승합,경유,9,국산,여름,38611.76471
SUV/승합,경유,12,국산,여름,41600
중형,LPG,5,국산,여름,27565.04854
중형,휘발유,5,국산,여름,113600
소형,휘발유,5,국산,여름,36000
SUV/승합,전기,5,국산,여름,38994.05941
중형,LPG,5,국산,여름,20779.74684
소형,휘발유,5,국산,여름,19200
SUV/승합,경유,7,국산,여름,46628.57143
SUV/승합,휘발유,5,국산,여름,30987.34177
중형,휘발유,5,국산,여름,27648.97959
중형,LPG,5,국산,여름,31200
중형,LPG,5,국산,여름,34994.59459
고급,휘발유,5,국산,여름,56871.42857
SUV/승합,경유,11,국산,여름,78480
SUV/승합,전기,5,국산,여름,47127.27273
고급,LPG,5,국산,여름,41772.97297
SUV/승합,휘발유,5,수입,여름,87310.34483
중형,LPG,5,국산,여름,27952.94118
고급,휘발유,5,국산,여름,33942.85714
중형,LPG,5,국산,여름,38271.42857
중형,LPG,5,국산,여름,62976
SUV/승합,경유,9,국산,여름,64494.54545
SUV/승합,경유,9,국산,여름,54500
중형,LPG,5,국산,여름,26571.42857
소형,휘발유,5,국산,여름,25665.30612
SUV/승합,전기,4,국산,여름,21642.85714
SUV/승합,경유,9,국산,여름,26928
소형,휘발유,5,국산,여름,24662.06897
고급,휘발유,5,국산,여름,180000
중형,LPG,5,국산,여름,17600
중형,전기,5,국산,여름,34657.62712
중형,경유,7,수입,여름,48000
중형,LPG,5,국산,여름,66127.65957
SUV/승합,경유,9,국산,여름,43985.45455
소형,휘발유,5,국산,여름,30783.67347
중형,LPG,5,국산,여름,38700
소형,휘발유,4,수입,여름,108000
SUV/승합,휘발유,5,국산,여름,40500
고급,휘발유,5,국산,여름,40192.40506
SUV/승합,경유,5,국산,여름,30124.13793
SUV/승합,휘발유,5,국산,여름,33702.12766
SUV/승합,휘발유,5,국산,여름,34138.77551
SUV/승합,전기,5,국산,여름,56914.28571
중형,LPG,5,국산,여름,40445.90164
SUV/승합,휘발유,5,국산,여름,27284.21053
중형,LPG,5,국산,여름,25600
소형,휘발유,5,국산,여름,25129.41176
SUV/승합,경유,9,국산,여름,44332.07547
중형,LPG,5,국산,여름,54000
중형,휘발유,5,국산,여름,68233.33333
중형,휘발유,5,국산,여름,53870.76923
SUV/승합,전기,4,국산,여름,27792
중형,LPG,5,국산,여름,38700
중형,LPG,5,국산,여름,28285.71429
SUV/승합,경유,7,국산,여름,37500
SUV/승합,휘발유,5,국산,여름,44509.09091
중형,LPG,5,국산,여름,53750.9434
SUV/승합,경유,7,수입,여름,51718.30986
중형,LPG,5,국산,여름,36587.7551
중형,휘발유,5,국산,여름,26439.34426
중형,휘발유,5,국산,여름,24100
중형,휘발유,5,국산,여름,17940
중형,휘발유,5,국산,여름,17940
SUV/승합,경유,11,국산,여름,69000
SUV/승합,전기,4,국산,여름,28173.91304
중형,LPG,5,국산,여름,38000
중형,LPG,5,국산,여름,42240
SUV/승합,경유,7,국산,여름,64800
중형,LPG,5,국산,여름,38400
중형,휘발유,5,국산,여름,17723.07692
중형,휘발유,5,국산,여름,34723.40426
중형,LPG,5,국산,여름,25216
중형,휘발유,5,국산,여름,28262.06897
SUV/승합,경유,9,국산,여름,45263.15789
중형,휘발유,5,국산,여름,21679.33884
SUV/승합,경유,5,국산,여름,34000
중형,휘발유,5,국산,여름,74584.61538
중형,휘발유,5,국산,여름,37661.53846
소형,휘발유,5,국산,여름,16800
중형,LPG,5,국산,여름,24436.36364
소형,휘발유,5,국산,여름,17920
소형,휘발유,5,국산,여름,61169.23077
중형,LPG,5,국산,여름,43875
SUV/승합,전기,4,국산,여름,18906.12245
SUV/승합,전기,4,국산,여름,25161.29032
SUV/승합,경유,12,국산,여름,51676.59574
중형,휘발유,5,국산,여름,60235.29412
중형,휘발유,5,국산,여름,18356.75676
중형,LPG,5,국산,여름,27600
중형,휘발유,5,국산,여름,24602.5974
소형,휘발유,5,국산,여름,23294.11765
SUV/승합,경유,7,국산,여름,38151.72414
SUV/승합,경유,8,국산,여름,72000
SUV/승합,경유,12,국산,여름,114206.8966
중형,LPG,5,국산,여름,23261.53846
SUV/승합,경유,8,국산,여름,104444.4444
중형,LPG,5,국산,여름,28388.57143
소형,휘발유,4,수입,여름,148303.4483
SUV/승합,휘발유,5,국산,가을,88000
SUV/승합,경유,7,국산,여름,78000
SUV/승합,경유,5,국산,여름,53760
중형,휘발유,5,국산,여름,20057.14286
중형,휘발유,5,국산,여름,104178.9474
중형,휘발유,5,국산,여름,57304.10959
중형,휘발유,5,국산,여름,88400
SUV/승합,경유,12,국산,여름,60433.73494
SUV/승합,경유,12,국산,여름,114651.4286
중형,휘발유,5,국산,여름,15750
중형,휘발유,5,국산,여름,17496.77419
중형,휘발유,5,국산,여름,21272.72727
고급,휘발유,5,국산,여름,40831.57895
SUV/승합,휘발유,5,국산,여름,38762.26415
소형,휘발유,5,국산,여름,15413.33333
중형,휘발유,5,국산,여름,68233.33333
소형,휘발유,5,국산,여름,58894.73684
중형,LPG,5,국산,여름,34927.65957
중형,휘발유,5,국산,여름,33035.29412
SUV/승합,휘발유,5,수입,여름,147692.3077
중형,휘발유,5,국산,여름,39360
중형,휘발유,5,국산,여름,27054.54545
중형,LPG,5,국산,여름,22508.10811
고급,휘발유,5,국산,여름,128228.5714
SUV/승합,경유,9,국산,여름,55632
중형,LPG,5,국산,여름,57600
SUV/승합,경유,7,국산,여름,34383.67347
중형,휘발유,5,국산,여름,42000
중형,휘발유,5,국산,여름,22909.09091
중형,휘발유,5,국산,여름,28353.48837
중형,휘발유,5,국산,여름,23936.84211
SUV/승합,전기,5,국산,여름,31521.64948
SUV/승합,휘발유,5,국산,가을,46663.91753
중형,LPG,5,국산,여름,22100
중형,LPG,5,국산,여름,24000
중형,휘발유,5,국산,여름,29754.21687
중형,휘발유,5,국산,여름,27194.2446
중형,LPG,5,국산,여름,22145.45455
SUV/승합,전기,5,국산,여름,38080
SUV/승합,경유,8,국산,여름,88524.59016
중형,LPG,5,국산,여름,29696
소형,휘발유,5,국산,여름,18320
중형,휘발유,5,국산,여름,16393.22034
중형,LPG,5,국산,여름,27410.52632
중형,LPG,5,국산,여름,28500
고급,휘발유,5,국산,여름,38964.70588
중형,LPG,5,국산,여름,36288
중형,휘발유,5,국산,여름,32818.60465
중형,LPG,5,국산,여름,22978.7234
중형,휘발유,5,국산,여름,19243.63636
중형,휘발유,5,국산,여름,25706.66667
SUV/승합,경유,9,국산,여름,59520
SUV/승합,경유,9,국산,여름,26400
소형,휘발유,5,국산,여름,47280
중형,LPG,5,국산,여름,59850
소형,휘발유,5,국산,여름,15737.14286
고급,휘발유,5,국산,여름,57600
SUV/승합,경유,7,국산,여름,36830.76923
중형,휘발유,5,국산,여름,98310
고급,휘발유,5,수입,여름,250434.7826
중형,LPG,5,국산,여름,39000
중형,휘발유,5,국산,여름,43733.33333
