VHCLE_TY_NM,VHCLE_FUEL_NM,VHCLE_NMPR_CO,VHCLE_MAKR_NM,USE_DT,COST_D
중형,LPG,5,국산,봄,15355.9322
중형,LPG,5,국산,봄,16533.33333
중형,LPG,5,국산,봄,23320.75472
중형,LPG,5,국산,봄,18825.97403
소형,휘발유,5,국산,봄,7629.850746
중형,휘발유,5,국산,봄,10040.81633
SUV/승합,경유,9,국산,봄,33000
SUV/승합,휘발유,5,국산,봄,20019.5122
소형,휘발유,5,국산,봄,9500
중형,휘발유,5,국산,봄,10350
SUV/승합,전기,5,국산,봄,15700
중형,휘발유,5,국산,봄,8339.393939
중형,휘발유,5,국산,봄,8355.555556
중형,LPG,5,국산,봄,10000
중형,LPG,5,국산,봄,9704.347826
SUV/승합,전기,5,국산,봄,18038.70968
SUV/승합,전기,5,국산,봄,16623.52941
중형,LPG,5,국산,봄,11131.91489
중형,LPG,5,국산,봄,21840
중형,휘발유,5,국산,봄,14300
중형,LPG,5,국산,봄,11890.90909
소형,휘발유,5,국산,봄,11000
중형,LPG,5,국산,봄,10989.47368
SUV/승합,경유,5,국산,봄,35213.7931
중형,LPG,5,국산,봄,17913.40206
중형,휘발유,5,국산,봄,8542.372881
중형,LPG,5,국산,봄,17100
중형,LPG,5,국산,봄,18465.30612
소형,휘발유,5,국산,봄,11741.77215
중형,휘발유,5,국산,봄,8400
중형,휘발유,5,국산,봄,11000
중형,휘발유,5,국산,봄,8325
소형,휘발유,5,국산,봄,8752.941176
중형,휘발유,5,국산,봄,8072.727273
중형,LPG,5,국산,봄,11500
중형,LPG,5,국산,봄,12416
소형,휘발유,5,국산,봄,7100
SUV/승합,전기,5,국산,봄,18400
소형,휘발유,4,수입,봄,54317.64706
중형,휘발유,5,국산,봄,17169.23077
SUV/승합,전기,5,국산,봄,19773.13433
소형,휘발유,5,국산,봄,41052.63158
중형,LPG,5,국산,봄,9500
고급,휘발유,5,국산,봄,42591.5493
SUV/승합,휘발유,5,국산,봄,19000
중형,LPG,5,국산,봄,20571.42857
소형,휘발유,5,국산,봄,7573.333333
SUV/승합,전기,5,국산,봄,18445.71429
중형,휘발유,5,국산,봄,12900
SUV/승합,경유,12,국산,봄,21784.61538
중형,LPG,5,국산,봄,20834.04255
중형,휘발유,5,국산,봄,7400
중형,LPG,5,국산,봄,10303.0303
고급,휘발유,5,국산,봄,36800
소형,휘발유,5,국산,봄,11448.64865
중형,휘발유,5,국산,봄,11100
소형,휘발유,5,국산,봄,9900
중형,휘발유,5,국산,봄,9600
소형,휘발유,5,국산,봄,8502.857143
중형,LPG,5,국산,봄,9300
중형,LPG,5,국산,봄,22870.58824
중형,LPG,5,국산,봄,9300
중형,LPG,5,국산,봄,43700
중형,LPG,5,국산,봄,10976.22378
중형,LPG,5,국산,봄,16457.14286
중형,휘발유,4,수입,봄,150260.8696
중형,LPG,5,국산,봄,13600
SUV/승합,경유,12,국산,봄,18550
고급,LPG,5,국산,봄,30000
중형,LPG,5,국산,봄,14880
소형,휘발유,5,국산,봄,7558.878505
중형,LPG,5,국산,봄,17066.66667
중형,휘발유,5,국산,봄,7400
중형,LPG,5,국산,봄,16348.51485
SUV/승합,경유,7,국산,봄,23840
소형,휘발유,4,수입,봄,68571.42857
중형,LPG,5,국산,봄,14829.85075
중형,휘발유,4,수입,봄,153600
SUV/승합,전기,5,국산,봄,18400
SUV/승합,경유,9,국산,봄,26000
소형,휘발유,4,수입,봄,37500
고급,휘발유,5,수입,봄,42000
소형,휘발유,4,수입,봄,76800
중형,휘발유,5,국산,봄,8663.414634
중형,LPG,5,국산,봄,17454.54545
중형,LPG,5,국산,봄,12000
소형,휘발유,4,수입,봄,52765.71429
중형,LPG,5,국산,봄,16523.07692
SUV/승합,전기,5,국산,봄,15921.12676
SUV/승합,경유,9,국산,봄,21871.69811
중형,LPG,5,국산,봄,11200
중형,LPG,5,국산,봄,11938.46154
SUV/승합,경유,9,국산,봄,18486.48649
SUV/승합,휘발유,5,국산,봄,15200
SUV/승합,휘발유,5,국산,봄,12700
중형,LPG,5,국산,봄,20360.65574
소형,휘발유,5,국산,봄,10800
중형,전기,5,국산,봄,18000
고급,LPG,5,국산,봄,34176
SUV/승합,전기,5,국산,봄,15700
중형,LPG,5,국산,봄,14700
중형,LPG,5,국산,봄,10482.35294
소형,휘발유,5,국산,봄,7251.06383
고급,LPG,5,국산,봄,38964.70588
소형,휘발유,4,수입,봄,42857.14286
중형,휘발유,5,국산,봄,16145.45455
고급,휘발유,5,국산,봄,28480
중형,LPG,5,국산,봄,10900
중형,휘발유,5,국산,봄,7985.046729
중형,LPG,5,국산,봄,27435.29412
중형,LPG,5,국산,봄,15620.68966
중형,LPG,5,국산,봄,11200
중형,LPG,5,국산,봄,10900
중형,휘발유,5,국산,봄,7400
중형,휘발유,5,국산,봄,11100
중형,LPG,5,국산,봄,21280
중형,휘발유,5,국산,봄,9600
중형,LPG,5,국산,봄,9704.347826
중형,휘발유,5,국산,봄,10670.27027
중형,LPG,5,국산,봄,10145.45455
중형,LPG,5,국산,봄,17600
SUV/승합,전기,5,국산,봄,26128.30189
중형,LPG,5,국산,봄,12400
중형,LPG,5,국산,봄,9300
중형,LPG,5,국산,봄,10315.38462
고급,휘발유,5,국산,봄,50000
소형,휘발유,5,국산,봄,12165.51724
소형,휘발유,5,국산,봄,7100
SUV/승합,전기,5,국산,봄,18400
중형,LPG,5,국산,봄,13500
중형,LPG,5,국산,봄,20861.53846
중형,휘발유,5,국산,봄,8260.465116
SUV/승합,경유,9,국산,봄,26000
중형,LPG,5,국산,봄,10900
소형,휘발유,4,수입,봄,65454.54545
SUV/승합,경유,7,국산,봄,23559.18367
소형,휘발유,5,국산,봄,10928.57143
중형,LPG,5,국산,봄,17100
중형,LPG,5,국산,봄,10624
소형,휘발유,5,국산,봄,10368
SUV/승합,경유,9,국산,봄,18327.27273
SUV/승합,전기,5,국산,봄,15700
중형,휘발유,5,국산,봄,15652.17391
소형,휘발유,5,국산,봄,14894.11765
SUV/승합,전기,5,국산,봄,17980.32787
소형,휘발유,5,국산,봄,9900
중형,LPG,5,국산,봄,10900
소형,전기,4,수입,봄,26600
중형,LPG,5,국산,봄,12000
SUV/승합,휘발유,5,국산,봄,14013.7931
중형,휘발유,5,국산,봄,10017.3913
중형,LPG,5,국산,봄,12705.88235
소형,휘발유,5,국산,봄,9900
중형,LPG,5,국산,봄,11472
SUV/승합,경유,5,국산,봄,12700
중형,전기,5,국산,봄,20057.14286
SUV/승합,경유,7,국산,봄,25696.55172
중형,LPG,5,국산,봄,16845.28302
고급,휘발유,5,국산,봄,25000
중형,휘발유,5,국산,봄,7557.446809
소형,휘발유,5,국산,봄,11175.90361
SUV/승합,경유,7,국산,봄,56448
SUV/승합,전기,5,국산,봄,30579.31034
중형,휘발유,5,국산,봄,11100
중형,휘발유,5,국산,봄,9500
중형,LPG,5,국산,봄,9300
고급,휘발유,5,수입,봄,42000
SUV/승합,휘발유,5,국산,봄,15860.86957
중형,LPG,5,국산,봄,9600
중형,LPG,5,국산,봄,11060
소형,휘발유,5,국산,봄,8520
SUV/승합,휘발유,5,국산,봄,20114.28571
중형,휘발유,5,국산,봄,8400
SUV/승합,휘발유,5,국산,봄,14179.59184
중형,LPG,5,국산,봄,15100
중소형,휘발유,5,국산,봄,27257.14286
SUV/승합,경유,9,국산,봄,21664.86486
고급,휘발유,5,국산,봄,45818.18182
고급,휘발유,5,국산,봄,43826.08696
중형,LPG,5,국산,봄,13777.77778
중형,LPG,5,국산,봄,9300
중형,휘발유,5,국산,봄,8320
소형,휘발유,5,국산,봄,10482.35294
SUV/승합,경유,9,국산,봄,17157.44681
중형,LPG,5,국산,봄,12625
중형,LPG,5,국산,봄,12633.33333
중형,LPG,5,국산,봄,11680
SUV/승합,전기,5,국산,봄,60720
고급,휘발유,5,국산,봄,25152
중형,LPG,5,국산,봄,15218.18182
중형,휘발유,5,국산,봄,8875.471698
중형,LPG,5,국산,봄,10031.46067
중형,LPG,5,국산,봄,15100
중형,LPG,5,국산,봄,15500
중형,LPG,5,국산,봄,14400
중형,휘발유,5,국산,봄,12900
중형,휘발유,5,국산,봄,7400
중형,휘발유,5,국산,봄,11104.47761
SUV/승합,경유,9,국산,봄,27706.32911
중형,휘발유,5,국산,봄,7893.333333
SUV/승합,전기,5,국산,봄,16933.33333
SUV/승합,전기,5,국산,봄,15700
소형,휘발유,5,국산,봄,10740.59406
SUV/승합,휘발유,5,국산,봄,15005.82524
소형,휘발유,4,수입,봄,60000
중형,LPG,5,국산,봄,9300
중형,LPG,5,국산,봄,16920
SUV/승합,휘발유,5,국산,봄,14177.31959
SUV/승합,경유,9,국산,봄,30620.68966
SUV/승합,경유,9,국산,봄,16800
중형,LPG,5,국산,봄,17520
중형,LPG,5,국산,봄,11247.05882
중형,LPG,5,국산,봄,17261.53846
소형,휘발유,5,국산,여름,24104.34783
중형,LPG,5,국산,봄,19487.17949
SUV/승합,전기,5,국산,봄,24996.22642
SUV/승합,경유,8,국산,봄,48815.09434
중형,LPG,5,국산,봄,15200
SUV/승합,전기,5,국산,봄,16382.6087
고급,휘발유,5,국산,봄,40376.47059
고급,LPG,5,국산,봄,26133.33333
중형,휘발유,5,국산,봄,7400
중형,LPG,5,국산,봄,30216.39344
중형,휘발유,5,국산,봄,8400
중형,휘발유,5,국산,봄,8757.894737
SUV/승합,경유,7,국산,봄,48000
소형,휘발유,5,국산,봄,10513.27434
중형,LPG,5,국산,봄,9300
중형,LPG,5,국산,봄,11050
SUV/승합,휘발유,5,국산,봄,19000
SUV/승합,경유,9,국산,봄,26181.81818
SUV/승합,휘발유,5,국산,여름,43700
중형,휘발유,5,국산,봄,14400
SUV/승합,경유,9,국산,봄,17850
중형,LPG,5,국산,봄,27000
소형,휘발유,5,국산,봄,11002.5974
SUV/승합,경유,12,국산,봄,15900
중형,LPG,5,국산,봄,15100
소형,휘발유,5,국산,봄,9600
중형,LPG,5,국산,봄,40363.63636
중형,LPG,5,국산,봄,12040.67797
중형,LPG,5,국산,봄,10900
SUV/승합,경유,5,국산,봄,20095.52239
SUV/승합,전기,5,국산,봄,19200
소형,휘발유,5,국산,봄,10560
중형,LPG,5,국산,봄,37000
SUV/승합,경유,7,국산,봄,40282.35294
SUV/승합,휘발유,5,국산,봄,12700
중형,LPG,5,국산,봄,18800
중형,LPG,5,국산,봄,11269.56522
중형,휘발유,5,국산,봄,8174.257426
소형,휘발유,4,수입,봄,69735.84906
SUV/승합,전기,5,국산,봄,64853.33333
중형,휘발유,5,국산,봄,19200
중형,휘발유,5,국산,봄,10363.63636
중형,전기,5,국산,봄,17326.82927
중형,LPG,5,국산,봄,45120
SUV/승합,경유,5,국산,봄,14979.31034
중형,LPG,5,국산,봄,11928
SUV/승합,경유,9,국산,봄,19200
중형,휘발유,5,국산,봄,14469.23077
SUV/승합,경유,7,국산,봄,29280
SUV/승합,전기,5,국산,봄,19938.46154
중형,휘발유,5,국산,봄,10430.76923
SUV/승합,경유,12,국산,봄,15900
중형,휘발유,5,국산,봄,10958.49057
SUV/승합,경유,5,국산,봄,21781.51261
고급,휘발유,5,국산,봄,62021.05263
소형,휘발유,4,수입,봄,54000
중형,휘발유,5,국산,봄,7638.709677
중형,LPG,5,국산,봄,11520
중형,LPG,5,국산,봄,11200
중형,LPG,5,국산,봄,27789.47368
중형,LPG,5,국산,봄,9300
중형,LPG,5,국산,봄,23641.79104
SUV/승합,경유,7,국산,봄,28130.23256
소형,휘발유,5,국산,봄,12124.13793
SUV/승합,경유,9,국산,봄,19470.42254
중형,LPG,5,국산,봄,13056
중형,휘발유,5,국산,봄,7611.428571
중형,LPG,5,국산,봄,15531.42857
중형,전기,5,국산,봄,45250.90909
중형,휘발유,5,국산,봄,15600
SUV/승합,전기,5,국산,봄,21600
소형,휘발유,5,국산,봄,14200
중형,LPG,5,국산,봄,12177.77778
중형,휘발유,5,국산,봄,7400
SUV/승합,경유,5,국산,여름,44000
중형,LPG,5,국산,봄,14646.15385
중형,LPG,5,국산,봄,11840
중형,LPG,5,국산,봄,15706.32911
중형,휘발유,5,국산,봄,9806.451613
중형,LPG,5,국산,봄,16428.16901
중형,LPG,5,국산,봄,16678.78788
소형,휘발유,5,국산,봄,11781.81818
중형,LPG,5,국산,봄,9497.87234
중형,LPG,5,국산,봄,14700
SUV/승합,전기,5,국산,봄,17920
중형,휘발유,5,국산,봄,13577.14286
소형,휘발유,5,국산,봄,7416.774194
소형,휘발유,5,국산,봄,10330.43478
중형,휘발유,5,국산,봄,11261.53846
중형,LPG,5,국산,봄,13974.68354
중형,LPG,5,국산,봄,17815.38462
SUV/승합,휘발유,5,국산,봄,14288.37209
중형,휘발유,5,국산,봄,10021.97802
중형,LPG,5,국산,봄,14484.21053
중형,휘발유,4,수입,봄,86400
SUV/승합,전기,5,국산,봄,16553.84615
중형,휘발유,5,국산,봄,7451.748252
중형,휘발유,5,국산,봄,7400
소형,휘발유,5,국산,봄,32606.89655
중형,LPG,5,국산,봄,9300
중형,LPG,5,국산,봄,16800
SUV/승합,경유,12,국산,봄,24640
소형,전기,4,수입,봄,31885.71429
고급,휘발유,5,국산,봄,48000
소형,휘발유,5,국산,봄,8752.941176
중형,LPG,5,국산,봄,15860.86957
SUV/승합,전기,5,국산,봄,20119.14894
중형,휘발유,5,국산,봄,11388.23529
중형,휘발유,5,국산,봄,12525
중형,휘발유,5,국산,봄,11321.73913
중형,LPG,5,국산,봄,15100
SUV/승합,휘발유,5,국산,봄,14000
SUV/승합,휘발유,5,국산,봄,12700
중형,휘발유,5,국산,봄,10058.82353
소형,휘발유,5,국산,봄,10421.91781
중형,휘발유,5,국산,봄,10350
SUV/승합,경유,9,국산,봄,20883.11688
소형,휘발유,5,국산,봄,29700
고급,LPG,5,국산,봄,54171.42857
중형,LPG,5,국산,봄,13589.61039
중형,휘발유,5,국산,봄,11499.28058
중형,LPG,5,국산,봄,16340.42553
SUV/승합,경유,7,국산,봄,33600
중형,LPG,5,국산,봄,16028.57143
중형,LPG,5,국산,봄,12463.15789
중형,LPG,5,국산,봄,11824.39024
고급,휘발유,5,국산,봄,111517.8082
중형,LPG,5,국산,봄,12177.77778
고급,휘발유,5,국산,봄,129600
SUV/승합,전기,5,국산,봄,16382.6087
소형,휘발유,5,국산,봄,12027.27273
중형,휘발유,5,국산,봄,9500
중형,LPG,5,국산,봄,10408.16327
중형,LPG,5,국산,봄,11500
SUV/승합,경유,5,국산,봄,24338.02817
고급,LPG,5,국산,봄,22000
중형,휘발유,5,국산,봄,12525
SUV/승합,경유,9,국산,봄,44953.84615
SUV/승합,경유,8,국산,봄,50544
SUV/승합,경유,7,국산,봄,75600
SUV/승합,전기,5,국산,봄,20689.65517
SUV/승합,휘발유,5,국산,봄,12700
SUV/승합,전기,5,국산,봄,22400
중형,LPG,5,국산,봄,14442.10526
SUV/승합,전기,5,국산,봄,16768.83117
중형,휘발유,5,국산,봄,14185.07463
중형,LPG,5,국산,봄,13085.71429
중형,LPG,5,국산,봄,15100
중형,휘발유,5,국산,봄,12342.85714
중형,LPG,5,국산,봄,12342.85714
중형,LPG,5,국산,봄,15100
SUV/승합,휘발유,5,국산,봄,15342.85714
중형,LPG,5,국산,봄,15936
SUV/승합,경유,9,국산,봄,21092.95775
중형,LPG,5,국산,봄,23657.14286
중형,LPG,5,국산,봄,11376.62338
중형,휘발유,5,국산,봄,14442.85714
중형,휘발유,5,국산,봄,9500
SUV/승합,휘발유,5,국산,봄,14177.31959
소형,휘발유,4,수입,봄,53949.29577
중형,휘발유,5,국산,봄,12131.50685
SUV/승합,휘발유,5,국산,봄,65035.29412
SUV/승합,경유,12,국산,봄,19623.52941
SUV/승합,경유,9,국산,봄,21664.86486
SUV/승합,경유,9,국산,봄,22000
중형,휘발유,5,국산,봄,18222.22222
중형,LPG,5,국산,봄,19088.37209
SUV/승합,전기,4,국산,봄,41600
SUV/승합,경유,7,국산,봄,24600
중형,휘발유,5,국산,봄,16680
소형,휘발유,5,국산,봄,1033.333333
소형,휘발유,5,국산,봄,11288.88889
소형,휘발유,5,국산,봄,16800
중형,휘발유,5,국산,봄,8850
SUV/승합,전기,4,국산,봄,16310.20408
중형,LPG,5,국산,봄,12533.33333
중형,LPG,5,국산,봄,13165.71429
SUV/승합,전기,5,국산,봄,21342.85714
SUV/승합,휘발유,5,국산,봄,17090.90909
SUV/승합,전기,5,국산,봄,15700
중형,휘발유,5,국산,봄,1100
SUV/승합,전기,5,국산,봄,22413.55932
중형,휘발유,5,국산,봄,1114.285714
고급,LPG,5,국산,봄,37440
SUV/승합,경유,9,국산,봄,45000
SUV/승합,전기,5,국산,봄,19200
중형,LPG,5,국산,봄,10900
중형,LPG,5,국산,봄,10274.59459
SUV/승합,전기,5,국산,봄,21600
중형,휘발유,5,국산,봄,14142.85714
중형,LPG,5,국산,봄,11968.42105
중형,LPG,5,국산,봄,11804.08163
중형,LPG,5,국산,봄,14787.09677
중형,LPG,5,국산,봄,13200
중형,휘발유,4,수입,봄,78694.73684
중형,휘발유,5,국산,봄,12248.27586
중형,휘발유,5,국산,봄,10677.55102
SUV/승합,경유,7,국산,봄,23940
중형,LPG,5,국산,봄,9700
SUV/승합,경유,9,국산,봄,25200
중형,휘발유,5,국산,봄,8200
SUV/승합,휘발유,5,국산,봄,12700
중형,휘발유,5,국산,봄,13340.25974
중형,LPG,5,국산,봄,10920
중형,LPG,5,국산,봄,16719.10112
중형,휘발유,5,국산,봄,8200
SUV/승합,경유,9,국산,봄,23491.76471
중형,휘발유,5,국산,봄,29106.38298
중형,LPG,5,국산,봄,9700
중형,LPG,5,국산,봄,23280
SUV/승합,경유,7,국산,봄,15750
중형,휘발유,5,국산,봄,40320
중형,LPG,5,국산,봄,10121.73913
SUV/승합,경유,9,국산,봄,24369.23077
중형,휘발유,5,국산,봄,12109.09091
중형,LPG,5,국산,봄,11105.08475
중형,휘발유,5,국산,봄,8315.492958
고급,휘발유,5,국산,봄,21600
SUV/승합,경유,7,국산,봄,100000
SUV/승합,경유,7,국산,봄,28710
중형,LPG,5,국산,봄,15100
중형,휘발유,5,국산,봄,8200
SUV/승합,휘발유,5,국산,봄,16200
SUV/승합,휘발유,5,국산,봄,15026.08696
SUV/승합,전기,5,국산,봄,19944.82759
중형,휘발유,5,국산,봄,8200
SUV/승합,경유,5,국산,봄,20000
중형,휘발유,5,국산,봄,18947.36842
SUV/승합,전기,5,국산,봄,19200
SUV/승합,경유,9,국산,봄,30545.45455
중형,휘발유,5,국산,봄,13773.91304
중형,LPG,5,국산,봄,10962.96296
중형,LPG,5,국산,봄,18900
중형,LPG,5,국산,봄,10138.77551
중형,LPG,5,국산,봄,63360
중형,LPG,5,국산,봄,9700
SUV/승합,경유,8,국산,봄,42000
중형,LPG,5,국산,봄,32000
중형,전기,5,국산,봄,16363.63636
SUV/승합,전기,5,국산,봄,17538.46154
SUV/승합,경유,9,국산,봄,25000
중형,LPG,5,국산,봄,10700
중형,전기,5,국산,봄,14181.81818
SUV/승합,전기,5,국산,봄,33600
SUV/승합,전기,5,국산,봄,21176.47059
소형,휘발유,5,국산,봄,12000
SUV/승합,휘발유,5,국산,봄,20000
중형,휘발유,5,국산,봄,10916.12903
중형,휘발유,5,국산,봄,8862.992126
중형,LPG,5,국산,봄,15100
중형,LPG,5,국산,봄,14250
SUV/승합,휘발유,5,국산,봄,12800
중형,휘발유,5,국산,봄,8914.285714
중형,LPG,5,국산,봄,12250
중형,전기,5,국산,봄,15673.46939
중형,휘발유,5,국산,봄,28500
중형,LPG,5,국산,봄,10423.8806
중형,LPG,5,국산,봄,17911.11111
소형,휘발유,5,국산,봄,23760
소형,휘발유,5,국산,봄,9900
SUV/승합,휘발유,5,국산,봄,12700
소형,전기,4,수입,봄,20475
소형,휘발유,4,수입,봄,130032
SUV/승합,휘발유,5,국산,봄,17340.84507
중형,휘발유,5,국산,봄,9857.142857
중형,LPG,5,국산,봄,15939.62264
중형,LPG,5,국산,봄,10827.90698
SUV/승합,휘발유,5,국산,봄,21176.47059
SUV/승합,경유,12,국산,봄,20660.86957
중형,LPG,5,국산,봄,19200
SUV/승합,경유,7,국산,봄,30733.33333
중형,전기,5,국산,봄,19058.82353
중형,휘발유,5,국산,봄,11750.64935
SUV/승합,전기,5,국산,봄,20072.72727
중형,LPG,5,국산,봄,9700
중형,휘발유,5,국산,봄,18000
중형,휘발유,5,국산,봄,10635.29412
SUV/승합,경유,9,국산,봄,20800
소형,휘발유,4,수입,봄,100285.7143
중형,LPG,5,국산,봄,11733.33333
중형,휘발유,5,국산,봄,8823.529412
중형,휘발유,5,국산,봄,17828.57143
SUV/승합,전기,5,국산,봄,15312
중형,휘발유,5,국산,봄,9377.777778
중형,휘발유,5,국산,봄,14169.23077
중형,LPG,5,국산,봄,15421.2766
중형,휘발유,5,국산,봄,12000
중형,휘발유,5,국산,봄,18755.55556
중형,LPG,5,국산,봄,12000
중형,LPG,5,국산,봄,14352
중형,LPG,5,국산,봄,29100
고급,휘발유,5,국산,봄,45000
중형,전기,5,국산,봄,17111.11111
중형,휘발유,5,국산,봄,9132.467532
SUV/승합,경유,7,국산,봄,31920
중형,LPG,5,국산,봄,16751.02041
소형,휘발유,4,수입,봄,49090.90909
SUV/승합,경유,7,국산,봄,26295.65217
중형,LPG,5,국산,봄,18053.73134
중형,휘발유,5,국산,봄,9377.777778
중형,전기,5,국산,봄,14400
고급,휘발유,5,국산,봄,25000
고급,LPG,5,국산,봄,34133.33333
고급,휘발유,5,국산,봄,25000
중형,LPG,5,국산,봄,13129.41176
SUV/승합,경유,5,국산,봄,13907.69231
SUV/승합,경유,5,국산,봄,16055.17241
고급,휘발유,5,국산,봄,45268.96552
중형,전기,5,국산,봄,15600
중형,LPG,5,국산,봄,10698.79518
중형,휘발유,5,국산,봄,9270.588235
SUV/승합,경유,5,국산,봄,64000
중형,LPG,5,국산,봄,9700
중형,휘발유,5,국산,봄,9153.488372
중형,LPG,5,국산,봄,10581.81818
중형,휘발유,5,국산,봄,14880
SUV/승합,전기,5,국산,봄,15100
중형,휘발유,5,국산,봄,17400
중형,휘발유,5,국산,봄,8800
SUV/승합,전기,5,국산,봄,17066.66667
SUV/승합,경유,12,국산,봄,20000
소형,휘발유,5,국산,봄,9051.428571
